household_size,income,race,age,sex,zipcode,decision
4,96191,african american,58,female,61581,NO
8,24618,other,54,male,19919,YES
9,40939,african american,3,female,36517,YES
4,92764,asian,3,female,98669,NO
5,30312,other,3,male,25253,NO
2,62113,african american,46,male,39562,NO
3,85930,caucasian,46,male,23462,NO
10,80627,asian,37,female,69593,YES
4,98062,caucasian,50,female,92248,NO
6,17168,hispanic,47,male,65063,YES
7,35396,caucasian,6,female,11840,YES
10,47974,african american,13,female,25652,YES
2,17996,african american,45,male,54915,NO
10,18893,caucasian,9,female,62992,YES
1,47671,african american,2,female,58825,NO
1,78978,asian,33,male,76379,NO
7,50409,hispanic,9,female,93785,YES
1,55416,hispanic,31,female,18920,NO
5,91270,other,5,male,34579,NO
8,30065,caucasian,34,male,69074,YES
5,43719,asian,22,male,20588,NO
1,51524,hispanic,55,female,53023,NO
4,47244,asian,33,male,44801,NO
5,89254,hispanic,28,female,93929,NO
4,76181,hispanic,32,female,97437,NO
4,27345,hispanic,34,male,31345,NO
2,17197,african american,29,female,79322,NO
7,92858,caucasian,15,male,38315,YES
2,91530,hispanic,50,male,89791,NO
5,10426,african american,23,male,59377,NO
8,31779,other,46,male,88737,YES
9,93632,african american,15,male,36206,YES
2,38767,caucasian,36,female,18555,NO
7,70533,caucasian,30,female,63098,YES
5,85745,hispanic,10,female,54307,NO
6,70744,hispanic,36,male,89224,YES
2,79065,other,17,male,93020,NO
10,20934,african american,11,female,20013,YES
10,59342,other,19,male,34410,YES
3,13967,asian,47,male,26681,NO
7,85286,other,47,male,50315,YES
10,31468,asian,1,female,60755,YES
7,49124,african american,51,female,95999,YES
7,98382,caucasian,49,female,92185,YES
2,15654,hispanic,38,male,79779,NO
1,71029,caucasian,42,female,61915,NO
4,54699,other,48,male,30747,NO
2,97424,hispanic,8,male,40571,NO
2,54252,african american,14,female,56653,NO
5,26853,asian,51,female,83777,NO
2,46857,african american,11,female,58665,NO
4,88830,other,40,female,61329,NO
4,42216,asian,46,female,91447,NO
6,33996,hispanic,1,female,48193,YES
8,34200,other,35,male,65606,YES
3,58004,other,46,male,67018,NO
4,55974,asian,22,female,27919,NO
9,13491,asian,48,male,85642,YES
10,15050,hispanic,55,male,79542,YES
8,47773,african american,56,female,19405,YES
7,54973,hispanic,40,female,24572,YES
8,91176,hispanic,1,male,36198,YES
5,99674,asian,25,female,63489,NO
3,63641,other,11,female,90422,NO
3,36141,caucasian,34,female,41098,NO
2,97746,african american,36,male,39785,NO
3,52082,hispanic,18,male,61853,NO
1,60716,caucasian,24,female,55565,NO
6,55292,asian,47,male,12093,YES
5,33675,hispanic,38,male,72221,NO
8,67727,other,19,female,24729,YES
9,76073,asian,55,male,99257,YES
8,68701,african american,58,female,53116,YES
2,20986,asian,39,female,15364,NO
5,90118,other,22,male,13115,NO
7,82245,other,23,female,34530,YES
8,33318,other,32,female,25474,YES
10,93064,african american,27,female,38620,YES
6,9271,african american,43,male,11869,YES
3,17307,hispanic,36,female,91354,NO
10,34241,hispanic,28,male,83896,YES
10,64884,african american,35,female,41657,YES
3,26529,hispanic,45,female,39481,NO
10,34663,other,56,male,69191,YES
4,38230,caucasian,28,female,79402,NO
8,32005,african american,37,male,40504,YES
4,74752,asian,40,male,97530,NO
9,82550,asian,35,male,41604,YES
1,91803,african american,55,female,32637,NO
1,33733,other,14,male,50666,NO
6,18681,caucasian,38,male,39025,YES
7,68023,hispanic,23,male,80745,YES
5,46760,african american,3,male,67937,NO
2,98848,african american,5,female,23930,NO
7,45956,african american,5,female,17442,YES
2,86505,asian,5,female,91753,NO
3,57782,asian,36,male,61987,NO
8,74365,asian,34,female,51063,YES
3,61804,caucasian,25,female,82160,NO
2,32414,asian,47,male,43835,NO
8,23707,asian,52,male,54475,YES
6,25945,caucasian,33,female,94730,YES
6,32165,african american,47,male,85245,YES
2,72796,asian,59,male,76872,NO
7,62828,other,54,male,77000,YES
10,13729,hispanic,21,female,88810,YES
4,93305,african american,46,male,17199,NO
5,25540,asian,37,male,47220,NO
1,62017,african american,40,female,68345,NO
7,60969,caucasian,31,female,34585,YES
1,64920,other,29,female,32037,NO
2,26169,caucasian,56,female,79109,NO
5,57658,african american,16,female,52677,NO
1,84671,african american,10,female,30915,NO
7,92282,other,40,male,56972,YES
6,36433,african american,16,female,80800,YES
7,19784,hispanic,34,male,42083,YES
6,51051,caucasian,27,female,51408,YES
1,78355,caucasian,9,female,10713,NO
3,20394,asian,40,female,64866,NO
6,66790,other,28,male,34707,YES
10,13793,hispanic,3,female,21057,YES
5,15637,hispanic,26,female,84739,NO
8,36229,caucasian,53,male,62117,YES
9,15470,caucasian,46,female,15051,YES
4,54893,asian,43,female,51533,NO
10,79585,other,26,female,50496,YES
1,94309,asian,25,male,76831,NO
7,53934,caucasian,10,male,31109,YES
8,62494,other,49,female,48011,YES
3,38440,other,25,male,52100,NO
2,54450,other,58,male,53347,NO
6,68513,hispanic,31,male,95252,YES
9,12747,asian,8,female,66626,YES
4,33951,caucasian,9,male,26857,NO
2,90683,caucasian,50,male,40564,NO
9,90063,hispanic,25,male,96763,YES
3,18992,other,12,male,91941,NO
4,92445,asian,10,male,41814,NO
1,31497,caucasian,53,female,96833,NO
1,67489,hispanic,5,female,44262,NO
3,42602,other,35,female,25917,NO
6,40492,caucasian,54,female,40906,YES
1,41794,other,17,male,51194,NO
1,46417,asian,8,female,67503,NO
4,47206,hispanic,6,female,88330,NO
5,83856,other,58,male,51072,NO
5,95380,hispanic,15,male,86226,NO
8,92217,asian,43,female,50363,YES
9,36073,african american,41,female,50160,YES
4,82765,caucasian,6,female,35586,NO
8,84799,asian,16,male,73700,YES
10,59660,african american,12,female,21342,YES
4,39337,asian,51,female,64977,NO
4,23337,asian,33,female,70707,NO
2,17174,caucasian,58,male,87427,NO
3,62318,caucasian,28,female,37849,NO
6,99706,other,38,female,63060,YES
1,17279,caucasian,35,female,73945,NO
4,59641,hispanic,22,male,84343,NO
6,52180,hispanic,13,male,17499,YES
3,47627,caucasian,58,male,15530,NO
2,88378,other,1,female,96545,NO
5,24995,asian,45,male,78448,NO
10,63049,caucasian,24,male,60702,YES
5,24816,african american,29,female,11029,NO
8,28739,african american,16,female,14425,YES
4,84222,african american,22,female,84341,NO
7,64949,asian,36,male,97244,YES
6,48369,other,27,male,28959,YES
1,62850,african american,30,female,82482,NO
7,28897,african american,7,female,67466,YES
6,72705,other,4,male,77866,YES
6,44239,hispanic,25,male,39943,YES
7,16071,caucasian,46,female,87177,YES
7,24060,caucasian,13,male,34829,YES
4,48831,hispanic,16,male,70213,NO
9,37764,african american,15,female,53947,YES
10,15610,african american,10,female,91091,YES
9,19486,other,6,male,92114,YES
10,93245,african american,22,female,44079,YES
9,55295,other,35,female,86868,YES
3,46952,caucasian,6,male,55582,NO
7,36662,african american,1,male,76709,YES
9,17542,caucasian,42,female,59472,YES
7,90416,caucasian,3,male,90954,YES
5,25643,african american,4,male,79487,NO
8,70208,african american,55,male,60061,YES
1,34025,caucasian,27,male,74595,NO
3,31844,hispanic,34,male,13242,NO
8,77413,other,9,female,27711,YES
9,47062,hispanic,20,male,65593,YES
6,49404,hispanic,18,male,28858,YES
10,42303,hispanic,26,female,17553,YES
4,98499,african american,45,male,48851,NO
5,72798,asian,14,male,50438,NO
1,40804,hispanic,47,male,50089,NO
9,96496,african american,3,male,85641,YES
3,52041,african american,26,female,21584,NO
4,27786,african american,26,female,15035,NO
4,80767,other,33,female,83872,NO
8,68430,other,42,female,30755,YES
7,56973,hispanic,57,female,44060,YES
9,95674,caucasian,60,male,86407,YES
10,34662,other,0,female,88410,YES
5,13571,african american,13,male,13465,NO
2,82665,asian,59,male,97687,NO
5,11392,hispanic,47,female,92256,NO
1,57248,caucasian,50,female,46627,NO
1,82278,caucasian,48,female,82852,NO
8,10078,caucasian,5,female,21714,YES
2,69494,african american,49,male,25897,NO
3,59943,african american,8,female,89083,NO
6,72670,caucasian,13,male,61492,YES
1,69034,hispanic,57,male,33128,NO
1,67337,african american,18,male,61608,NO
10,66524,african american,53,female,60921,YES
7,28853,asian,26,male,51175,YES
7,90346,asian,36,male,95294,YES
9,27905,african american,4,female,25265,YES
7,45039,caucasian,14,male,77710,YES
1,14387,african american,22,female,61371,NO
2,96264,caucasian,23,female,54011,NO
3,68341,caucasian,27,female,40587,NO
8,66440,african american,56,female,70907,YES
6,14186,other,33,male,66790,YES
2,97221,asian,4,male,41545,NO
5,41529,asian,3,female,93377,NO
6,45071,african american,48,male,10424,YES
9,79125,hispanic,10,female,98045,YES
5,62696,african american,3,female,14565,NO
1,78047,asian,8,female,52721,NO
2,90083,other,39,female,92164,NO
5,53521,asian,19,male,43625,NO
3,29832,other,37,male,73379,NO
1,32152,african american,35,male,96133,NO
7,98919,african american,16,female,39164,YES
8,97026,other,60,female,91148,YES
4,92063,caucasian,32,female,56812,NO
5,45376,african american,20,male,76686,NO
9,24243,other,8,male,45182,YES
6,73775,asian,47,male,47254,YES
8,73556,asian,3,female,90079,YES
2,46962,other,30,male,72602,NO
4,16908,other,21,female,39277,NO
6,17649,african american,14,female,83049,YES
3,69953,hispanic,45,male,86329,NO
2,10118,other,53,male,63727,NO
2,13901,caucasian,1,female,10049,NO
1,83411,caucasian,46,male,40742,NO
6,57070,other,55,male,76291,YES
3,11931,asian,46,male,98784,NO
10,22552,caucasian,31,female,70418,YES
2,86050,other,56,male,98704,NO
1,60676,other,51,male,68621,NO
7,65790,other,32,female,87117,YES
9,51577,african american,13,male,23511,YES
2,58546,caucasian,23,female,65178,NO
1,44032,african american,23,female,33085,NO
7,54516,caucasian,30,male,45096,YES
5,38093,asian,48,male,60419,NO
3,15049,caucasian,0,male,97754,NO
5,79185,asian,40,male,44879,NO
1,92775,african american,37,female,67462,NO
9,64978,caucasian,27,female,97699,YES
8,61422,hispanic,51,male,88847,YES
8,73698,african american,1,male,68643,YES
2,38385,african american,37,male,35442,NO
3,53471,asian,17,female,13307,NO
8,64314,asian,56,female,55300,YES
2,80103,hispanic,43,male,63694,NO
7,41196,other,29,female,39472,YES
6,58889,caucasian,11,male,39613,YES
6,38019,caucasian,17,male,16949,YES
9,95574,asian,33,female,64092,YES
6,87452,african american,30,male,71900,YES
2,52176,caucasian,30,male,59586,NO
8,15115,asian,40,male,88818,YES
10,81127,hispanic,21,male,17200,YES
2,51626,caucasian,60,male,91199,NO
2,22754,other,46,male,98184,NO
8,95283,asian,6,male,98051,YES
6,11200,other,60,male,72110,YES
10,11252,african american,55,female,26504,YES
6,15926,other,43,male,63282,YES
7,13618,african american,11,female,42837,YES
8,11110,caucasian,4,female,31719,YES
8,61665,african american,28,male,53962,YES
4,77938,hispanic,51,female,44150,NO
7,58427,hispanic,3,male,29647,YES
6,28854,asian,3,male,68252,YES
4,94624,african american,34,male,58297,NO
3,88159,caucasian,7,male,81268,NO
9,82492,asian,43,female,90351,YES
10,27011,caucasian,13,male,42986,YES
6,76465,hispanic,52,female,28196,YES
4,50142,hispanic,0,male,85292,NO
10,24835,other,30,male,84072,YES
9,49799,hispanic,50,male,97191,YES
4,35998,other,50,female,81816,NO
4,91050,asian,22,female,13111,NO
7,94990,african american,15,female,76539,YES
4,17148,other,49,female,12425,NO
8,60221,hispanic,30,female,54209,YES
4,31088,other,1,female,38414,NO
6,47892,african american,60,male,12452,YES
2,10380,asian,29,male,50416,NO
4,88342,hispanic,14,male,33648,NO
8,18461,caucasian,40,female,33202,YES
6,20807,caucasian,59,male,14408,YES
6,23569,caucasian,32,male,57040,YES
10,80129,asian,58,male,40449,YES
6,15592,hispanic,47,female,31661,YES
7,23712,african american,47,female,99820,YES
9,57268,african american,34,male,20839,YES
7,54204,african american,17,male,13990,YES
3,56158,asian,52,female,29543,NO
3,39982,african american,12,female,28059,NO
3,49584,other,26,female,88627,NO
9,77534,hispanic,23,male,78320,YES
2,63024,caucasian,18,male,50379,NO
8,88458,caucasian,4,male,17563,YES
2,49014,asian,35,female,59261,NO
4,36169,hispanic,1,female,30150,NO
3,29376,other,28,female,20081,NO
1,10636,african american,38,male,24626,NO
10,86805,asian,14,female,86420,YES
10,64800,hispanic,33,female,92508,YES
9,95884,hispanic,0,male,90486,YES
4,68024,asian,19,female,46228,NO
4,13558,african american,57,male,69204,NO
6,83525,other,7,male,96968,YES
3,17697,caucasian,49,female,99145,NO
2,69950,african american,19,male,73791,NO
4,22034,caucasian,52,female,25040,NO
8,50882,hispanic,48,male,67836,YES
7,21898,caucasian,48,male,56892,YES
8,26859,african american,47,female,15962,YES
4,73570,caucasian,34,male,90231,NO
3,89515,asian,49,male,27844,NO
10,72072,caucasian,30,male,13163,YES
5,98948,other,49,male,41516,NO
3,52949,asian,60,male,44499,NO
6,15068,hispanic,2,male,17480,YES
6,17738,african american,20,male,46746,YES
8,98651,asian,31,male,31726,YES
9,80934,african american,12,male,47952,YES
2,66798,other,42,female,97571,NO
1,54467,hispanic,49,male,49727,NO
6,40438,hispanic,1,female,21947,YES
9,85194,other,55,female,51186,YES
4,81556,hispanic,35,female,81251,NO
7,52964,asian,15,male,87654,YES
6,97704,asian,51,female,90945,YES
8,27790,hispanic,8,female,51436,YES
4,24722,hispanic,46,female,80703,NO
6,61950,asian,5,female,13612,YES
4,58765,hispanic,17,female,82940,NO
6,36530,caucasian,56,male,38612,YES
1,21333,caucasian,28,female,39537,NO
3,61432,other,14,female,33813,NO
5,98046,other,18,male,47189,NO
8,42715,other,31,male,32575,YES
4,86240,hispanic,7,male,72846,NO
5,12011,other,3,female,67184,NO
3,92415,caucasian,16,male,53282,NO
8,38420,caucasian,2,female,31740,YES
10,96263,hispanic,0,female,55430,YES
5,54510,asian,37,male,24262,NO
7,70325,caucasian,44,male,83001,YES
9,29254,caucasian,57,male,48635,YES
8,30388,caucasian,21,male,72383,YES
2,71843,african american,15,female,73225,NO
10,75947,caucasian,5,male,19494,YES
1,52883,hispanic,43,female,19807,NO
6,18028,hispanic,0,female,20480,YES
5,75451,hispanic,30,female,74199,NO
9,35687,hispanic,9,female,61275,YES
2,27876,other,10,male,23887,NO
4,39915,caucasian,44,male,94123,NO
1,70751,caucasian,57,male,18813,NO
7,21843,hispanic,25,male,49464,YES
6,16505,other,21,male,33288,YES
9,95290,asian,17,male,61005,YES
6,81235,hispanic,48,male,50939,YES
1,59639,asian,44,male,53579,NO
8,62521,african american,1,male,60715,YES
9,17347,hispanic,23,female,51712,YES
10,29095,african american,24,female,79466,YES
8,29707,african american,31,male,72877,YES
2,71920,hispanic,6,male,75799,NO
2,65262,caucasian,58,male,36686,NO
4,85518,other,32,female,71857,NO
8,32690,other,13,male,99116,YES
3,74378,asian,0,male,66613,NO
8,98956,asian,50,female,70395,YES
4,14644,asian,46,male,19016,NO
8,93146,african american,45,female,10080,YES
6,24502,caucasian,15,female,41161,YES
2,39412,caucasian,4,female,77497,NO
8,51445,asian,32,male,65932,YES
2,37812,caucasian,7,female,76792,NO
6,78465,asian,7,female,96009,YES
3,65901,asian,20,female,80541,NO
6,73515,hispanic,3,female,37607,YES
6,77994,asian,29,female,47506,YES
9,65853,african american,47,female,57007,YES
5,25277,african american,17,male,64124,NO
8,57557,african american,4,female,54907,YES
6,66725,asian,60,female,97607,YES
4,35486,african american,19,female,11941,NO
2,72988,other,40,female,41314,NO
1,84751,other,22,male,67015,NO
1,75956,african american,21,female,86385,NO
8,70267,asian,16,male,59264,YES
6,62097,hispanic,49,male,84966,YES
10,66858,hispanic,48,male,46948,YES
9,41179,other,19,female,94687,YES
9,83735,african american,36,male,95297,YES
6,50604,asian,36,female,37146,YES
10,56428,caucasian,43,female,27534,YES
2,99917,african american,5,female,11290,NO
4,76963,african american,16,female,35974,NO
5,39223,african american,45,male,46804,NO
6,78895,hispanic,13,male,86460,YES
6,84349,african american,48,female,83968,YES
1,88314,other,42,male,67943,NO
9,65377,other,16,female,46126,YES
7,81833,hispanic,35,female,46351,YES
2,51172,hispanic,6,female,82791,NO
9,90016,asian,48,female,36160,YES
2,82957,african american,56,male,26058,NO
10,96030,other,27,female,27597,YES
5,41091,other,56,female,42544,NO
5,96620,other,55,female,63612,NO
10,33206,other,54,male,47307,YES
8,89646,hispanic,51,male,59305,YES
9,35684,african american,56,female,90561,YES
6,12948,african american,35,male,53362,YES
4,34980,african american,22,male,67741,NO
7,43459,other,57,female,35584,YES
3,50792,other,39,female,70169,NO
8,76698,asian,33,male,81536,YES
7,27337,hispanic,52,female,60872,YES
9,27063,hispanic,47,male,29735,YES
6,34047,african american,41,female,11362,YES
4,99967,other,46,female,86937,NO
9,49168,caucasian,31,male,80146,YES
9,78227,other,3,female,43119,YES
10,21069,hispanic,54,female,62992,YES
4,75599,caucasian,0,female,53166,NO
9,69769,hispanic,4,female,10727,YES
9,25287,hispanic,7,female,71330,YES
3,83129,asian,11,female,78031,NO
6,22907,asian,16,male,87060,YES
8,87206,asian,24,female,94331,YES
1,16883,asian,50,male,45904,NO
6,22108,hispanic,43,female,99857,YES
5,94006,caucasian,30,female,40809,NO
6,64947,caucasian,7,female,29010,YES
8,9325,african american,56,male,22132,YES
9,45821,asian,2,male,74386,YES
6,71222,caucasian,26,female,45009,YES
7,14762,caucasian,38,male,66339,YES
9,47158,hispanic,22,male,63775,YES
4,51239,other,51,male,68014,NO
4,70184,caucasian,38,female,59248,NO
5,46922,hispanic,54,female,43276,NO
5,14086,asian,6,female,79520,NO
9,62559,caucasian,44,female,47525,YES
1,93723,hispanic,24,male,45449,NO
4,55535,hispanic,11,female,92162,NO
4,23520,asian,38,female,12116,NO
4,13042,caucasian,45,female,97260,NO
4,21751,other,48,male,95365,NO
8,37088,hispanic,35,female,77631,YES
6,99622,other,59,female,10403,YES
1,96063,caucasian,6,female,19546,NO
5,16670,asian,25,male,51776,NO
3,77253,hispanic,12,female,47382,NO
3,97511,african american,4,female,63678,NO
9,82730,asian,45,male,79002,YES
5,17746,other,55,female,66964,NO
5,96738,african american,37,male,47920,NO
10,70696,asian,52,female,46118,YES
5,82169,hispanic,32,male,91316,NO
1,61094,caucasian,29,male,27836,NO
10,82433,hispanic,58,male,62823,YES
5,32247,other,60,female,31662,NO
9,78493,hispanic,49,female,30383,YES
3,16982,asian,7,female,93764,NO
8,32820,other,36,male,75439,YES
4,11089,other,24,female,84724,NO
1,22936,other,4,male,18099,NO
9,72427,african american,5,female,43505,YES
5,17043,hispanic,46,male,49678,NO
5,97331,other,47,male,58418,NO
2,81922,asian,57,male,66638,NO
2,74524,other,9,male,99301,NO
7,75011,asian,25,male,74704,YES
4,46295,hispanic,12,male,60472,NO
6,91013,african american,36,female,78029,YES
8,33241,other,50,female,31341,YES
7,38514,caucasian,36,male,48071,YES
9,72692,other,43,female,34277,YES
6,95851,other,20,male,89805,YES
8,83059,asian,54,male,99858,YES
9,91728,hispanic,3,female,76925,YES
7,70039,asian,33,male,94025,YES
2,24310,other,9,female,87331,NO
7,52922,caucasian,33,female,98197,YES
6,70854,caucasian,35,female,65841,YES
3,18788,hispanic,46,female,53012,NO
3,20676,hispanic,47,male,88906,NO
5,36572,caucasian,14,female,81218,NO
8,23611,hispanic,17,female,58441,YES
10,80514,asian,45,female,21631,YES
1,96793,african american,35,male,71622,NO
9,96989,asian,37,female,27752,YES
6,40736,other,46,female,83402,YES
3,75870,african american,49,female,11486,NO
10,68348,caucasian,56,female,38411,YES
4,67562,other,17,male,37156,NO
2,64471,caucasian,48,female,62002,NO
3,49365,african american,48,male,82573,NO
6,88296,asian,1,female,67230,YES
9,92395,african american,29,male,64165,YES
2,27197,hispanic,57,male,70554,NO
6,41988,hispanic,40,female,26050,YES
10,35754,african american,33,female,87275,YES
9,38022,other,32,female,52267,YES
10,45021,asian,10,female,50236,YES
5,18065,asian,28,male,38466,NO
6,84058,african american,36,male,52358,YES
8,17861,asian,41,male,32486,YES
2,35560,hispanic,24,female,55851,NO
6,23371,hispanic,13,female,62586,YES
8,33774,other,13,male,76243,YES
2,28095,asian,16,male,99292,NO
6,64307,asian,54,male,30484,YES
7,67695,hispanic,50,male,41986,YES
3,49753,asian,36,male,79822,NO
5,51251,other,22,male,37553,NO
10,41439,hispanic,41,female,65789,YES
9,78873,other,24,female,31031,YES
4,73823,caucasian,32,female,79406,NO
6,99697,asian,13,male,12275,YES
1,80803,asian,46,female,59578,NO
7,75834,asian,57,female,85597,YES
4,71024,other,39,male,19889,NO
9,83447,other,39,female,73526,YES
6,73507,asian,14,female,23731,YES
10,58995,hispanic,34,female,22094,YES
6,53037,other,55,female,88622,YES
2,67883,asian,11,female,64349,NO
4,27205,other,25,male,18784,NO
1,18365,caucasian,8,male,15397,NO
7,33213,caucasian,33,male,42334,YES
7,13641,asian,45,female,94362,YES
2,63198,caucasian,48,male,71400,NO
7,46439,african american,35,male,67816,YES
8,34224,asian,27,female,84794,YES
2,50555,hispanic,15,female,50119,NO
4,16242,african american,33,female,43165,NO
10,84047,caucasian,41,female,75890,YES
6,26153,asian,28,female,14364,YES
6,21288,african american,47,female,50676,YES
6,16008,asian,43,male,32701,YES
10,44076,asian,53,male,95100,YES
3,91634,asian,23,female,67702,NO
7,25625,hispanic,53,female,24031,YES
6,23358,african american,3,male,85859,YES
2,40382,hispanic,56,female,45145,NO
7,74215,other,45,male,71627,YES
6,97989,caucasian,27,female,92606,YES
8,96293,asian,57,male,60096,YES
2,23822,african american,52,male,70569,NO
8,45310,asian,38,female,16980,YES
3,13172,hispanic,59,male,39337,NO
9,23522,other,39,male,57856,YES
9,9611,african american,14,female,66289,YES
6,71323,asian,20,male,43772,YES
10,10931,other,18,female,86337,YES
10,16773,asian,5,male,85515,YES
2,74037,african american,3,female,94401,NO
4,98905,caucasian,37,male,60765,NO
7,49080,african american,35,male,57389,YES
10,78855,hispanic,29,male,73869,YES
3,13125,hispanic,34,male,30082,NO
9,98601,other,10,female,61908,YES
6,88130,hispanic,12,male,98765,YES
2,84610,caucasian,58,male,13147,NO
7,66893,caucasian,29,male,27838,YES
5,10363,asian,6,female,76744,NO
1,89185,other,36,female,55536,NO
9,76319,hispanic,3,female,77013,YES
5,55629,other,20,male,51576,NO
4,57698,african american,28,female,23192,NO
1,38881,caucasian,36,female,47743,NO
9,38039,hispanic,18,male,27031,YES
6,9003,hispanic,52,male,73218,YES
7,45441,hispanic,35,female,57801,YES
2,15380,asian,15,female,76771,NO
8,98324,asian,42,male,64338,YES
7,54572,other,38,male,24070,YES
2,24876,african american,50,female,52791,NO
4,13330,hispanic,19,male,73880,NO
7,87518,asian,49,female,80198,YES
5,97706,asian,1,male,86516,NO
3,14709,caucasian,21,male,80215,NO
3,31903,hispanic,1,female,44072,NO
2,85513,hispanic,43,male,74436,NO
8,17596,caucasian,59,male,61297,YES
10,47930,hispanic,0,male,35831,YES
7,14756,african american,36,female,69213,YES
7,78936,asian,4,male,14165,YES
9,36394,caucasian,4,male,41208,YES
4,53588,hispanic,41,female,56598,NO
10,85953,hispanic,41,male,25130,YES
4,98179,asian,12,female,35362,NO
10,43872,other,5,male,22324,YES
10,19013,other,21,male,77784,YES
3,84421,caucasian,38,female,24690,NO
3,99127,other,56,female,44837,NO
7,43851,caucasian,16,male,98340,YES
3,10978,hispanic,28,female,21817,NO
7,28188,asian,20,male,43530,YES
7,87442,hispanic,49,female,51259,YES
2,28939,asian,41,female,25983,NO
10,82921,african american,44,male,71006,YES
8,97098,hispanic,6,female,64437,YES
9,69301,african american,33,female,95656,YES
8,12414,african american,29,male,56440,YES
5,55129,asian,40,male,24296,NO
2,79993,hispanic,36,male,11268,NO
2,34889,caucasian,6,male,17729,NO
10,95563,caucasian,45,female,41755,YES
7,99188,other,22,female,70235,YES
5,84874,asian,32,female,29560,NO
7,75463,hispanic,45,male,17195,YES
2,92644,other,24,male,23846,NO
6,79053,hispanic,32,female,33246,YES
10,54259,african american,38,female,13431,YES
8,25322,african american,38,male,88250,YES
9,70436,asian,44,male,85185,YES
5,98356,african american,32,male,64861,NO
4,76998,caucasian,26,male,21960,NO
10,98561,hispanic,59,male,33873,YES
7,84274,hispanic,53,female,29231,YES
9,46821,other,58,female,56551,YES
5,55762,hispanic,18,female,52161,NO
6,95804,asian,51,male,83459,YES
5,61830,african american,54,male,95852,NO
7,63784,asian,39,female,53365,YES
10,53727,asian,7,male,99808,YES
1,70554,hispanic,33,male,88434,NO
9,60292,hispanic,49,female,32278,YES
3,96033,asian,42,female,17796,NO
9,56327,african american,3,male,28186,YES
2,51604,asian,59,male,71049,NO
8,35424,other,31,female,29394,YES
8,62453,asian,54,male,80882,YES
1,91984,african american,34,male,79714,NO
6,42428,asian,0,female,54607,YES
8,56063,african american,0,female,14108,YES
3,9599,other,38,female,60962,NO
7,19781,caucasian,27,male,61308,YES
1,69490,asian,29,male,76412,NO
10,80819,caucasian,22,male,95074,YES
8,85136,asian,17,female,72156,YES
4,61266,other,5,female,93313,NO
4,53680,hispanic,45,female,89841,NO
7,86301,other,24,female,76857,YES
10,84530,caucasian,36,female,46511,YES
5,29230,caucasian,8,female,65791,NO
7,27634,caucasian,18,male,81595,YES
5,67188,other,14,male,93091,NO
4,27229,hispanic,43,female,18257,NO
4,13578,asian,50,male,22305,NO
6,40437,asian,55,male,63271,YES
8,63168,hispanic,45,male,71064,YES
8,36995,african american,48,female,29945,YES
10,75857,african american,24,female,29711,YES
1,16224,african american,57,female,70124,NO
2,18686,african american,51,female,56886,NO
4,29116,other,22,male,75002,NO
5,18618,african american,46,male,95149,NO
1,75349,african american,33,female,96513,NO
3,48997,other,12,female,40939,NO
8,13402,caucasian,59,male,37228,YES
1,86812,african american,26,female,80976,NO
2,19590,african american,46,female,94963,NO
7,45873,caucasian,42,male,51001,YES
5,37020,asian,60,male,48580,NO
5,44509,caucasian,43,male,48005,NO
5,99772,african american,12,male,36338,NO
3,20416,asian,35,female,70452,NO
4,31864,caucasian,19,male,84517,NO
8,25501,caucasian,21,male,42067,YES
5,69681,hispanic,10,female,94953,NO
7,57332,hispanic,32,female,65076,YES
5,31767,hispanic,49,female,56524,NO
2,37815,african american,44,female,73069,NO
9,65353,asian,49,female,45470,YES
3,48380,caucasian,33,female,34166,NO
1,19717,asian,39,male,64218,NO
1,41580,asian,26,male,57562,NO
4,14250,asian,0,male,18187,NO
5,64247,african american,54,female,29457,NO
1,54912,caucasian,56,female,34100,NO
7,37047,african american,0,female,19122,YES
6,23148,african american,20,female,48980,YES
7,81598,asian,4,male,11966,YES
10,62772,african american,41,male,34958,YES
9,23573,asian,12,male,26382,YES
3,26925,asian,47,male,50380,NO
6,28326,asian,45,male,14513,YES
9,88331,african american,36,male,57527,YES
9,84585,caucasian,54,male,86870,YES
2,44455,caucasian,27,female,52723,NO
3,74628,hispanic,42,male,40714,NO
5,88338,caucasian,45,male,64698,NO
7,81364,asian,8,male,65533,YES
7,50453,african american,16,female,67469,YES
6,97196,other,47,male,64635,YES
4,93456,hispanic,17,female,26297,NO
7,47319,african american,59,female,52701,YES
9,34733,african american,19,female,81464,YES
2,28307,asian,53,female,13671,NO
8,38344,other,1,female,87934,YES
8,69648,other,0,female,87713,YES
10,31826,asian,34,female,34750,YES
5,61147,asian,10,female,81426,NO
4,74984,hispanic,36,male,53601,NO
9,32783,african american,23,male,29139,YES
9,96089,other,34,male,28818,YES
1,27203,asian,21,female,57702,NO
4,49997,caucasian,37,male,31402,NO
5,80149,caucasian,21,female,31150,NO
9,66026,asian,58,male,35291,YES
5,96998,hispanic,1,male,74404,NO
2,93662,caucasian,46,male,27259,NO
9,45728,hispanic,49,male,97162,YES
7,34031,caucasian,43,male,11304,YES
2,12585,asian,13,female,98735,NO
5,18105,hispanic,31,male,57129,NO
10,48364,asian,16,female,99152,YES
9,9885,asian,42,male,50476,YES
8,94826,asian,25,male,88981,YES
7,38362,other,7,male,38020,YES
3,37721,other,46,male,58038,NO
